"V1" "V2" "V3" "V4" "V5"
"60" 0.309295933929516 -1.04257058109692 0 1 0.16862210095498
"61" 0.0754813958334239 0.630002543657498 0 1 0.226739427012278
"62" 0.309295933929516 -1.04257058109692 0 1 0.0766712141882674
"63" 0.0754813958334239 0.630002543657498 0 1 0.226466575716235
"64" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.514324693042292
"65" 0.152151694532606 0.0724781687393583 0 1 0.080218281036835
"66" 1 -0.485046206178782 1 0 0.407912687585266
"67" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.405729877216917
"68" 0.230068910087463 -0.485046206178782 0 1 0.165347885402456
"69" 0.230068910087463 -0.485046206178782 0 1 0.0911323328785811
"70" 0.309295933929516 -1.04257058109692 0 1 0.0884038199181446
"71" 0.0754813958334239 0.630002543657498 0 1 0.289222373806276
"72" 0.38990112908923 -1.60009495601506 0 1 0.172169167803547
"73" 0.230068910087463 -0.485046206178782 0 1 0.0302864938608459
"74" 0.230068910087463 -0.485046206178782 0 1 0.0709413369713506
"75" 0.309295933929516 -1.04257058109692 0 1 0.118144611186903
"76" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.626193724420191
"77" 0.555551103277242 0.630002543657498 0.584962500721156 0 1
"78" 0.152151694532606 0.0724781687393583 0 1 0.107230559345157
"79" 0.152151694532606 0.0724781687393583 0 1 0.0739427012278308
"80" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.437107776261937
"81" 1 -0.485046206178782 1 0 0.407366984993179
"82" 0.152151694532606 0.0724781687393583 0 1 0.134515688949522
"83" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.643383356070941
"84" 0 1.18752691857564 0 1 0.154706684856753
"85" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.627285129604366
"86" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.40818553888131
"87" 0.309295933929516 -1.04257058109692 0 1 0.102864938608458
"88" 0.0754813958334239 0.630002543657498 0 1 0.289222373806276
"89" 0.0754813958334239 0.630002543657498 0 1 0.223738062755798
"90" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.557980900409277
"91" 0.230068910087463 -0.485046206178782 0 1 0.133969986357435
"92" 0 1.18752691857564 0 1 0.100136425648022
"93" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.4
"94" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.581446111869031
"95" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.561800818553888
"96" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.77762619372442
"97" 0.38990112908923 -1.60009495601506 0 1 0.0739427012278308
"98" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.511323328785812
"99" 0.152151694532606 0.0724781687393583 0 1 0.133424283765348
"100" 0.0754813958334239 0.630002543657498 0 1 0.156343792633015
"101" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.606275579809004
"102" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.687858117326057
"103" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.400818553888131
"104" 0.38990112908923 -1.60009495601506 0 1 0.06193724420191
"105" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.577899045020464
"106" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.76043656207367
"107" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.582264665757162
"108" 0.152151694532606 0.0724781687393583 0 1 0.195361527967258
"109" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.882946793997271
"110" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.773260572987722
"111" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.892769440654843
"112" 0.38990112908923 -1.60009495601506 0 1 0.172169167803547
"113" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.640927694406548
"114" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.529331514324693
"115" 0.38990112908923 -1.60009495601506 0 1 0.0725784447476125
"116" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.563710777626194
"117" 0.230068910087463 -0.485046206178782 0 1 0.133424283765348
"118" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.446657571623465
"119" 0.0754813958334239 0.630002543657498 0 1 0.159345156889495
"120" 0 1.18752691857564 0 1 0.165075034106412
"121" 0.309295933929516 -1.04257058109692 0 1 0.0916780354706685
"122" 0.0754813958334239 0.630002543657498 0 1 0.25893587994543
"123" 0.309295933929516 -1.04257058109692 0 1 0.14106412005457
"124" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.730150068212824
"125" 0 1.18752691857564 0 1 0.119508867667121
"126" 0.152151694532606 0.0724781687393583 0 1 0.125238744884038
"127" 0 1.18752691857564 0 1 0.168076398362892
"128" 0.0754813958334239 0.630002543657498 0 1 0.228649386084584
"129" 0.38990112908923 -1.60009495601506 0 1 0.118417462482947
"130" 0.0754813958334239 0.630002543657498 0 1 0.266575716234652
"131" 0 1.18752691857564 0 1 0.11268758526603
"132" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.673396998635743
"133" 0.309295933929516 -1.04257058109692 0 1 0.0911323328785811
"134" 0.230068910087463 -0.485046206178782 0 1 0.165620736698499
"135" 0.230068910087463 -0.485046206178782 0 1 0.0949522510231924
"136" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.712414733969986
"137" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.642837653478854
"138" 0.38990112908923 -1.60009495601506 0 1 0.166166439290587
"139" 0.152151694532606 0.0724781687393583 0 1 0.141882673942701
"140" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.898226466575716
"141" 0.0754813958334239 0.630002543657498 0 1 0.259754433833561
"142" 0 1.18752691857564 0 1 0.0804911323328786
"143" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.372987721691678
"144" 0.0754813958334239 0.630002543657498 0 1 0.224829467939973
"145" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.442837653478854
"146" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.761255115961801
"147" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.767530695770805
"148" 0.0754813958334239 0.630002543657498 0 1 0.254843110504775
"149" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.787448840381992
"150" 0.230068910087463 -0.485046206178782 0 1 0.150068212824011
"151" 0.152151694532606 0.0724781687393583 0 1 0.103956343792633
"152" 0.309295933929516 -1.04257058109692 0 1 0.133969986357435
"153" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.548976807639836
"154" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.896589358799454
"155" 0.0754813958334239 0.630002543657498 0 1 0.276944065484311
"156" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.377353342428376
"157" 1 -0.485046206178782 1 0 0.525238744884038
"158" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.695770804911323
"159" 0.38990112908923 -1.60009495601506 0 1 0.0965893587994543
"160" 0 1.18752691857564 0 1 0.0900409276944066
"161" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.7806275579809
"162" 1 -0.485046206178782 1 0 0.522783083219645
"163" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.524693042291951
"164" 1 -0.485046206178782 1 0 0.283492496589359
"165" 0.230068910087463 -0.485046206178782 0 1 0.133697135061392
"166" 0.152151694532606 0.0724781687393583 0 1 0.136698499317872
"167" 0.152151694532606 0.0724781687393583 0 1 0.14406548431105
"168" 0 1.18752691857564 0 1 0.114597544338336
"169" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.659208731241473
"170" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.688130968622101
"171" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.945429740791269
"172" 0.309295933929516 -1.04257058109692 0 1 0.0744884038199181
"173" 0.38990112908923 -1.60009495601506 0 1 0
"174" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.925784447476125
"175" 1 -0.485046206178782 1 0 0.414461118690314
"176" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.624829467939973
"177" 0.152151694532606 0.0724781687393583 0 1 0.145156889495225
"178" 0.230068910087463 -0.485046206178782 0 1 0.158253751705321
"179" 0.230068910087463 -0.485046206178782 0 1 0.13206002728513
"180" 0.152151694532606 0.0724781687393583 0 1 0.189631650750341
"181" 0.38990112908923 -1.60009495601506 0 1 0.124420190995907
"182" 0.309295933929516 -1.04257058109692 0 1 0.179263301500682
"183" 0.152151694532606 0.0724781687393583 0 1 0.199181446111869
"184" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.50450204638472
"185" 0.0754813958334239 0.630002543657498 0 1 0.304229195088677
"186" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.511050477489768
"187" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.700682128240109
"188" 0.230068910087463 -0.485046206178782 0 1 0.103410641200546
"189" 0.152151694532606 0.0724781687393583 0 1 0.194270122783083
"190" 0.38990112908923 -1.60009495601506 0 1 0.16343792633015
"191" 1 -0.485046206178782 1 0 0.595907230559345
"192" 0.0754813958334239 0.630002543657498 0 1 0.278035470668486
"193" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.625648021828104
"194" 0.38990112908923 -1.60009495601506 0 1 0.0755798090040928
"195" 0.38990112908923 -1.60009495601506 0 1 0.111596180081855
"196" 0.230068910087463 -0.485046206178782 0 1 0.115416098226467
"197" 0.38990112908923 -1.60009495601506 0 1 0.0660300136425648
"198" 0.152151694532606 0.0724781687393583 0 1 0.103683492496589
"199" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.463574351978172
"200" 0.0754813958334239 0.630002543657498 0 1 0.240654843110505
"201" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.518144611186903
"202" 1 -0.485046206178782 1 0 0.415825375170532
"203" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.778717598908595
"204" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.45893587994543
"205" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.751432469304229
"206" 0.152151694532606 0.0724781687393583 0 1 0.193451568894952
"207" 0.309295933929516 -1.04257058109692 0 1 0.108321964529332
"208" 0.38990112908923 -1.60009495601506 0 1 0.11568894952251
"209" 0.38990112908923 -1.60009495601506 0 1 0.0706684856753069
"210" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.656207366984993
"211" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.387994542974079
"212" 0.0754813958334239 0.630002543657498 0 1 0.276671214188267
"213" 0.38990112908923 -1.60009495601506 0 1 0.0668485675306958
"214" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.634379263301501
"215" 1 -0.485046206178782 1 0 0.625920873124147
"216" 0.0754813958334239 0.630002543657498 0 1 0.293042291950887
"217" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.701773533424284
"218" 0.38990112908923 -1.60009495601506 0 1 0.158253751705321
"219" 0 1.18752691857564 0 1 0.034924965893588
"220" 0.309295933929516 -1.04257058109692 0 1 0.121691678035471
"221" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.486221009549795
"222" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.509140518417463
"223" 0.38990112908923 -1.60009495601506 0 1 0.157162346521146
"224" 0.152151694532606 0.0724781687393583 0 1 0.14324693042292
"225" 0 1.18752691857564 0 1 0.0826739427012279
"226" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.589358799454297
"227" 1 -0.485046206178782 1 0 0.400818553888131
"228" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.445020463847203
"229" 0.0754813958334239 0.630002543657498 0 1 0.252387448840382
"230" 0.0754813958334239 0.630002543657498 0 1 0.260300136425648
"231" 0.38990112908923 -1.60009495601506 0 1 0.124420190995907
"232" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.502046384720327
"233" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.466030013642565
"234" 0 1.18752691857564 0 1 0.0908594815825375
"235" 0 1.18752691857564 0 1 0.0930422919508868
"236" 0 1.18752691857564 0 1 0.153888130968622
"237" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.878581173260573
"238" 1 -0.485046206178782 1 0 0.62537517053206
"239" 0.230068910087463 -0.485046206178782 0 1 0.0914051841746248
"240" 0.230068910087463 -0.485046206178782 0 1 0.0957708049113233
"241" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.784720327421555
"242" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.510231923601637
"243" 0.38990112908923 -1.60009495601506 0 1 0.154979536152797
"244" 0.230068910087463 -0.485046206178782 0 1 0.165893587994543
"245" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.624283765347885
"246" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.731787175989086
"247" 0.38990112908923 -1.60009495601506 0 1 0.0068212824010914
"248" 0.309295933929516 -1.04257058109692 0 1 0.1268758526603
"249" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.718417462482947
"250" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.461118690313779
"251" 0.309295933929516 -1.04257058109692 0 1 0.159072305593452
"252" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.733151432469304
"253" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.477216916780355
"254" 0.0754813958334239 0.630002543657498 0 1 0.227830832196453
"255" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.567257844474761
"256" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.631105047748977
"257" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.813915416098226
"258" 0.38990112908923 -1.60009495601506 0 1 0.117326057298772
"259" 0.38990112908923 -1.60009495601506 0 1 0.122783083219645
"260" 0.230068910087463 -0.485046206178782 0 1 0.0941336971350614
"261" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.595634379263302
"262" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.669577080491132
"263" 1 -0.485046206178782 1 0 0.622646657571623
"264" 0.230068910087463 -0.485046206178782 0 1 0.128785811732606
"265" 0.309295933929516 -1.04257058109692 0 1 0.0799454297407912
"266" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.605729877216917
"267" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.681582537517053
"268" 0 1.18752691857564 0 1 0.131787175989086
"269" 0.471959020783038 2.30257566841192 0.847996906554949 0 0.724965893587994
"270" 0.230068910087463 -0.485046206178782 0 1 0.17162346521146
"271" 0.309295933929516 -1.04257058109692 0 1 0.0867667121418827
"272" 0.309295933929516 -1.04257058109692 0 1 0.122783083219645
"273" 0.38990112908923 -1.60009495601506 0 1 0.140245566166439
"274" 0.38990112908923 -1.60009495601506 0 1 0.115961800818554
"275" 0.38990112908923 -1.60009495601506 0 1 0.077762619372442
"276" 0.309295933929516 -1.04257058109692 0 1 0.0199181446111869
"277" 0.38990112908923 -1.60009495601506 0 1 0.113506139154161
"278" 0.0754813958334239 0.630002543657498 0 1 0.285402455661664
"279" 0.152151694532606 0.0724781687393583 0 1 0.180354706684857
"280" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.633287858117326
"281" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.637107776261937
"282" 0.640766787892252 0.0724781687393583 0.584962500721156 0 0.430559345156889
"283" 0.152151694532606 0.0724781687393583 0 1 0.106957708049113
"284" 0 1.18752691857564 0 1 0.16944065484311
"285" 1 -0.485046206178782 1 0 0.513778990450204
"286" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.822100954979536
"287" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.53806275579809
"288" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.634106412005457
"289" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.634652114597544
"290" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.599727148703956
"291" 0 1.18752691857564 0 1 0.170804911323329
"292" 0.0754813958334239 0.630002543657498 0 1 0.316234652114598
"293" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.475852660300136
"294" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.628649386084584
"295" 0.152151694532606 0.0724781687393583 0 1 0.132605729877217
"296" 0.727704523549345 -0.485046206178782 0.584962500721156 0 0.703683492496589
"297" 0.152151694532606 0.0724781687393583 0 1 0.0398362892223738
"298" 0.555551103277242 0.630002543657498 0.584962500721156 0 0.554706684856753
"299" 0.816473129869052 0.0724781687393583 0.847996906554949 0 0.686493860845839
"300" 0.152151694532606 0.0724781687393583 0 1 0.148703956343793
